Mito,Mito-IMS,Mito-Matrix,Mito-MIM,Mito-MOM,OXPHOS,mtComplexI,PlasmaMembrane,Golgi,Lysosome,LysoTMs,ER,Endosome,EndoType,Cytoplasm,Nucleus,Autophagy,Autophagy_det,SynGO,Endo_iN_curated_Hundley,SynapseSVs,Presynaptic,Postsynaptic,EndoDetailed,EndoDetailLoac,NeuroDev,EndoLyso,EarlyEndosome,RecyclingEndosome,SVfusion,Svendocytosis,Svexocytosis
NDUFB8,,,,,,,GSG1L,,,,,,,,ATAD2,,,KCNAB2,,PAK1;PAK2;PAK3,,,,,,,,,,,
NDUFB9,,,,,,,GTF2I,,,,,,,,CHMP4A,,,KCNB1,,PAK3,,,,,,,,,,,
NDUFC1,,,,,,,GUCA1B,,,,,,,,CAPG,,,KCNC1,,PAK5,,,,,,,,,,,
NDUFC2,,,,,,,GYPA,,,,,,,,EIF5,,,KCNC2,,PALM,,,,,,,,,,,
NDUFS1,,,,,,,GYPB,,,,,,,,SETD6,,,KCNC3,,PARN,,,,,,,,,,,
NDUFS2,,,,,,,GYPC,,,,,,,,UBA3,,,KCNC4,,PCDH17,,,,,,,,,,,
NDUFS3,,,,,,,HAVCR2,,,,,,,,PASD1,,,KCND2,,PCDH7,,,,,,,,,,,
NDUFS4,,,,,,,HCAR1,,,,,,,,DDX1,,,KCND3,,PCDH8,,,,,,,,,,,
NDUFS5,,,,,,,HCAR2,,,,,,,,TFAP2B,,,KCNH1,,PDE10A,,,,,,,,,,,
NDUFS6,,,,,,,HCAR3,,,,,,,,ARMC8,,,KCNJ11,,PDLIM5,,,,,,,,,,,
NDUFS7,,,,,,,HCN1,,,,,,,,DDB2,,,KCNJ2,,PDXP,,,,,,,,,,,
NDUFS8,,,,,,,HCN2,,,,,,,,NEIL3,,,KCNJ3,,PFN1,,,,,,,,,,,
NDUFV1,,,,,,,HCN3,,,,,,,,API5,,,KCNJ4,,PFN2,,,,,,,,,,,
NDUFV2,,,,,,,HCN4,,,,,,,,UHMK1,,,KCNJ6,,PGRMC2,,,,,,,,,,,
NDUFV3,,,,,,,HCRTR1,,,,,,,,MPLKIP,,,KCNJ8,,PHACTR1,,,,,,,,,,,
NEU4,,,,,,,HCRTR2,,,,,,,,DMD,,,KCNJ9,,PHB1,,,,,,,,,,,
NFS1,,,,,,,HERVK_113,,,,,,,,RBM45,,,KCNK1,,PIN1,,,,,,,,,,,
NFU1,,,,,,,HFE,,,,,,,,FOXP3,,,KCNK2,,PLAT,,,,,,,,,,,
NGRN,,,,,,,HJV,,,,,,,,BRDT,,,KCNMA1,,PLCXD3,,,,,,,,,,,
NIF3L1,,,,,,,HLA-A,,,,,,,,GABPB2,,,KCNMB4,,PLEKHG5,,,,,,,,,,,
NIPSNAP1,,,,,,,HLA-B,,,,,,,,VSTM2A,,,KCNN2,,PLK2,,,,,,,,,,,
NIPSNAP2,,,,,,,HLA-C,,,,,,,,WDR48,,,KCNQ2,,PLPPR4,,,,,,,,,,,
NIPSNAP3A,,,,,,,HLA-H,,,,,,,,PRKD2,,,KCNQ3,,PLXNA1,,,,,,,,,,,
NIPSNAP3B,,,,,,,HPCAL1,,,,,,,,TBL1XR1,,,KCNQ5,,PLXNA4,,,,,,,,,,,
NIT1,,,,,,,HPN,,,,,,,,LGALS9,,,KCNT1,,PLXNC1,,,,,,,,,,,
NIT2,,,,,,,HRAS,,,,,,,,TMEM192,,,KCTD12,,PODXL,,,,,,,,,,,
NLN,,,,,,,HRH1,,,,,,,,DDX39A,,,KCTD16,,PPA2,,,,,,,,,,,
NLRX1,,,,,,,HRH2,,,,,,,,NUDT1,,,KCTD8,,PPFIA1;PPFIA2;PPFIA3;PPFIA4,,,,,,,,,,,
NME3,,,,,,,HRH3,,,,,,,,KAT6A,,,KIDINS220,,PPFIA4,,,,,,,,,,,
NME4,,,,,,,HRH4,,,,,,,,CREBBP,,,KIF17,,PPFIBP2,,,,,,,,,,,
NME6,,,,,,,HSD17B7,,,,,,,,PROX1,,,KIF1A,,PPM1H,,,,,,,,,,,
NMNAT3,,,,,,,HSPG2,,,,,,,,DPF2,,,KIF1B,,PPP1CA,,,,,,,,,,,
NNT,,,,,,,HTR1A,,,,,,,,GRHL3,,,KIF21A,,PPP1CC,,,,,,,,,,,
NOA1,,,,,,,HTR1B,,,,,,,,HDAC2,,,KIF21B,,PPP1R1B,,,,,,,,,,,
NOCT,,,,,,,HTR1D,,,,,,,,PARK7,,,KIF2A,,PPP1R9A,,,,,,,,,,,
NRDC,,,,,,,HTR1E,,,,,,,,AGAP2,,,KIF2C,,PPP1R9B,,,,,,,,,,,
NSUN2,,,,,,,HTR1F,,,,,,,,PARP9,,,KIF3A,,PPP2CA,,,,,,,,,,,
NSUN3,,,,,,,HTR2B,,,,,,,,TFAP2C,,,KIF3B,,PPP2R1A,,,,,,,,,,,
NSUN4,,,,,,,HTR2C,,,,,,,,MBLAC1,,,KIF5A,,PPP2R1B,,,,,,,,,,,
NT5DC2,,,,,,,HTR3A,,,,,,,,SMC5,,,KIF5B,,PPP2R2A,,,,,,,,,,,
NT5DC3,,,,,,,HTR5A,,,,,,,,PRCC,,,KIF5C,,PPP3CA,,,,,,,,,,,
NT5M,,,,,,,HTR6,,,,,,,,CDC5L,,,KIFAP3,,PRAF2,,,,,,,,,,,
NTHL1,,,,,,,HTR7,,,,,,,,TCP10L,,,KLHL17,,PRKACA,,,,,,,,,,,
NUBPL,,,,,,,HVCN1,,,,,,,,PSMB7,,,KPNA1,,PRKAR1A,,,,,,,,,,,
NUDT13,,,,,,,HYAL2,,,,,,,,PHC2,,,KPNA2,,PRKAR2A,,,,,,,,,,,
NUDT19,,,,,,,ICAM1,,,,,,,,PANK1,,,KPTN,,PRKAR2B,,,,,,,,,,,
NUDT2,,,,,,,ICOSLG,,,,,,,,ELP5,,,L1CAM,,PRMT8,,,,,,,,,,,
NUDT5,,,,,,,IFIT5,,,,,,,,SIRT2,,,LAMA2,,PRNP,,,,,,,,,,,
NUDT6,,,,,,,IFITM1,,,,,,,,MYCBP,,,LAMA4,,PRR7,,,,,,,,,,,
NUDT8,,,,,,,IFITM10,,,,,,,,U2AF2,,,LAMA5,,PRSS12,,,,,,,,,,,
NUDT9,,,,,,,IFITM2,,,,,,,,PAX6,,,LAMB2,,PRUNE2,,,,,,,,,,,
OAT,,,,,,,IFITM5,,,,,,,,NELFCD,,,LAMC1,,PSD,,,,,,,,,,,
OCIAD1,,,,,,,IFNGR1,,,,,,,,TP53INP2,,,LAMP1,,PSD2,,,,,,,,,,,
OCIAD2,,,,,,,IGDCC4,,,,,,,,CDK10,,,LAMP5,,PSD3,,,,,,,,,,,
OGDH,,,,,,,IGF1R,,,,,,,,CHD5,,,LASP1,,PSEN2,,,,,,,,,,,
OGDHL,,,,,,,IGFBP7,,,,,,,,AKT2,,,LATS1,,PTK2,,,,,,,,,,,
OGG1,,,,,,,IGFLR1,,,,,,,,AGER,,,LCK,,PTK2B,,,,,,,,,,,
OMA1,,,,,,,IGSF11,,,,,,,,HELQ,,,LGI1,,PTN,,,,,,,,,,,
OPA1,,,,,,,IGSF21,,,,,,,,ACTRT1,,,LHFPL4,,PTPN1,,,,,,,,,,,
OPA3,,,,,,,IGSF3,,,,,,,,GRHL2,,,LIMK1,,PTPRD,,,,,,,,,,,
OSBPL1A,,,,,,,IGSF5,,,,,,,,SP7,,,LIN7A,,PTPRF,,,,,,,,,,,
OSGEPL1,,,,,,,IGSF8,,,,,,,,DDX54,,,LIN7B,,PTPRO,,,,,,,,,,,
OTC,,,,,,,IGSF9,,,,,,,,BRSK1,,,LIN7C,,PTPRS,,,,,,,,,,,
OXA1L,,,,,,,IGSF9B,,,,,,,,DTX3L,,,LINGO1,,PTPRT,,,,,,,,,,,
OXCT1,,,,,,,IL10RB,,,,,,,,RPL4,,,LINGO2,,PTPRZ1,,,,,,,,,,,
OXCT2,,,,,,,IL17RC,,,,,,,,CDAN1,,,LMAN1,,PUM2,,,,,,,,,,,
OXLD1,,,,,,,IL18RAP,,,,,,,,ANP32B,,,LNX1,,PURA,,,,,,,,,,,
OXNAD1,,,,,,,IL1RAP,,,,,,,,SLF2,,,LPAR1,,PURG,,,,,,,,,,,
OXR1,,,,,,,IL23R,,,,,,,,LSM11,,,LPAR2,,QKI,,,,,,,,,,,
OXSM,,,,,,,IL2RB,,,,,,,,WWC1,,,LRFN1,,RAB17,,,,,,,,,,,
PABPC5,,,,,,,IL2RG,,,,,,,,DYRK2,,,LRFN2,,RAB18,,,,,,,,,,,
PAICS,,,,,,,IL31RA,,,,,,,,PINK1,,,LRFN3,,RAB1A,,,,,,,,,,,
PAM16,,,,,,,IL6ST,,,,,,,,PRX,,,LRFN4,,RAB1B,,,,,,,,,,,
PANK2,,,,,,,INADL,,,,,,,,ERCC6L2,,,LRFN5,,RAB21,,,,,,,,,,,
PARK7,,,,,,,INF2,,,,,,,,NAA15,,,LRP1,,RAB33B,,,,,,,,,,,
PARL,,,,,,,INPP5A,,,,,,,,NUFIP2,,,LRP4,,RAB6A,,,,,,,,,,,
PARS2,,,,,,,INSR,,,,,,,,STOX1,,,LRP8,,RAB6B,,,,,,,,,,,
PC,,,,,,,IQGAP1,,,,,,,,CTBP2,,,LRRC4,,RAB8A,,,,,,,,,,,
PCBD2,,,,,,,ISLR2,,,,,,,,EIF6,,,LRRC4B,,RAB8B,,,,,,,,,,,
PCCA,,,,,,,ISOC1,,,,,,,,HDAC4,,,LRRC4C,,RABAC1,,,,,,,,,,,
PCCB,,,,,,,ITGA1,,,,,,,,FAM170A,,,LRRC7,,RAC3,,,,,,,,,,,
PCK2,,,,,,,ITGA2,,,,,,,,ZC3H14,,,LRRK2,,RANBP6,,,,,,,,,,,
PDE12,,,,,,,ITGA3,,,,,,,,TRPM6,,,LRRTM1,,RAP2A,,,,,,,,,,,
PDE2A,,,,,,,ITGA5,,,,,,,,ZNF471,,,LRRTM2,,RAPGEF2,,,,,,,,,,,
PDF,,,,,,,ITGA6,,,,,,,,FAM47E,,,LRRTM3,,RAPH1,,,,,,,,,,,
PDHA1,,,,,,,ITGA8,,,,,,,,SORBS1,,,LRRTM4,,RASGRF1,,,,,,,,,,,
PDHA2,,,,,,,ITGAL,,,,,,,,BRIP1,,,LSAMP,,RASGRF2,,,,,,,,,,,
PDHB,,,,,,,ITGAM,,,,,,,,DXO,,,LYN,,RBMX,,,,,,,,,,,
PDHX,,,,,,,ITGAV,,,,,,,,PAPOLG,,,LZTS1,,RELA,,,,,,,,,,,
PDK1,,,,,,,ITGB2,,,,,,,,DDX39B,,,LZTS3,,RELB,,,,,,,,,,,
PDK2,,,,,,,ITGB3,,,,,,,,HNRNPA1,,,MADD,,RGS12,,,,,,,,,,,
PDK3,,,,,,,ITGB4,,,,,,,,BRAT1,,,MAGI1,,RGS14,,,,,,,,,,,
PDK4,,,,,,,ITGB5,,,,,,,,CTSG,,,MAGI2,,RGS4,,,,,,,,,,,
PDP1,,,,,,,ITGB8,,,,,,,,CYREN,,,MAGI3,,RGS7,,,,,,,,,,,
PDP2,,,,,,,ITPRIP,,,,,,,,TNNI3K,,,MAL2,,RGS7BP,,,,,,,,,,,
PDPR,,,,,,,ITSN1,,,,,,,,FLCN,,,MAP1A,,RHEB,,,,,,,,,,,
PDSS1,,,,,,,IZUMO1R,,,,,,,,NEUROG3,,,MAP1B,,RHOA,,,,,,,,,,,
PDSS2,,,,,,,IZUMO3,,,,,,,,TRRAP,,,MAP1LC3A,,RHOB,,,,,,,,,,,
PET100,,,,,,,JAK1,,,,,,,,LSM4,,,MAP1LC3B,,RHOG,,,,,,,,,,,
PET117,,,,,,,JAM2,,,,,,,,LSM5,,,MAP2,,RIMS3,,,,,,,,,,,
PEX11B,,,,,,,JAML,,,,,,,,AMMECR1,,,MAP2K1,,RIMS4,,,,,,,,,,,
PGAM5,,,,,,,JUP,,,,,,,,ANKK1,,,MAPK1,,RMDN3,,,,,,,,,,,
PGS1,,,,,,,KCNA3,,,,,,,,ZNF385B,,,MAPK10,,RNF10,,,,,,,,,,,
PHB,,,,,,,KCNA4,,,,,,,,MAB21L2,,,MAPK14,,RNF138,,,,,,,,,,,
PHB2,,,,,,,KCNA5,,,,,,,,RBM7,,,MAPK3,,RNF19A,,,,,,,,,,,
PHYH,,,,,,,KCNA6,,,,,,,,RIPK3,,,MAPK8,,RNF216,,,,,,,,,,,
PICK1,,,,,,,KCNB2,,,,,,,,FBXL17,,,MAPK9,,RNF220,,,,,,,,,,,
PIF1,,,,,,,KCNC1,,,,,,,,DAXX,,,MARCKS,,RNF34,,,,,,,,,,,
PIGBOS1,,,,,,,KCNC2,,,,,,,,INTS12,,,MARCKSL1,,ROBO2,,,,,,,,,,,
PINK1,,,,,,,KCND3,,,,,,,,TELO2,,,MARK1,,ROCK1,,,,,,,,,,,
PISD,,,,,,,KCNE1,,,,,,,,BIRC7,,,MARK2,,ROCK2,,,,,,,,,,,
PITRM1,,,,,,,KCNE2,,,,,,,,RARA,,,MCTP1,,ROGDI,,,,,,,,,,,
PLD6,,,,,,,KCNG1,,,,,,,,AR,,,MCTP2,,ROR2,,,,,,,,,,,
PLGRKT,,,,,,,KCNG4,,,,,,,,PSMB1,,,MDGA1,,RPL10,,,,,,,,,,,
PLPBP,,,,,,,KCNH2,,,,,,,,KMT2C,,,MDGA2,,RPL10A,,,,,,,,,,,
PLSCR3,,,,,,,KCNIP2,,,,,,,,COQ7,,,MDM2,,RPL11,,,,,,,,,,,
PMAIP1,,,,,,,KCNJ1,,,,,,,,NKX3-1,,,MECP2,,RPL12,,,,,,,,,,,
PMPCA,,,,,,,KCNJ10,,,,,,,,TEAD4,,,MGLL,,RPL13,,,,,,,,,,,
PMPCB,,,,,,,KCNJ12,,,,,,,,TERF2,,,MIB1,,RPL13A,,,,,,,,,,,
PNKD,,,,,,,KCNJ16,,,,,,,,TAF7,,,MIB2,,RPL14,,,,,,,,,,,
PNPLA8,,,,,,,KCNJ18,,,,,,,,TAF5,,,MINK1,,RPL15,,,,,,,,,,,
PNPO,,,,,,,KCNK18,,,,,,,,MED22,,,MKLN1,,RPL17,,,,,,,,,,,
PNPT1,,,,,,,KCNK3,,,,,,,,TWIST2,,,MLF2,,RPL18,,,,,,,,,,,
POLB,,,,,,,KCNK4,,,,,,,,NR0B1,,,MMP9,,RPL18A,,,,,,,,,,,
POLDIP2,,,,,,,KCNK9,,,,,,,,BIN1,,,MOB4,,RPL19,,,,,,,,,,,
POLG,,,,,,,KCNMA1,,,,,,,,INTS11,,,MPDZ,,RPL21,,,,,,,,,,,
POLG2,,,,,,,KCNN4,,,,,,,,AFF3,,,MPP1,,RPL22,,,,,,,,,,,
POLQ,,,,,,,KCNQ2,,,,,,,,YBEY,,,MPP2,,RPL23,,,,,,,,,,,
POLRMT,,,,,,,KCNQ3,,,,,,,,PRKX,,,MRTFA,,RPL23A,,,,,,,,,,,
PPA2,,,,,,,KCNQ4,,,,,,,,SF3A2,,,MRTFB,,RPL24,,,,,,,,,,,
PPIF,,,,,,,KCNQ5,,,,,,,,TSHZ3,,,MTOR,,RPL26,,,,,,,,,,,
PPM1K,,,,,,,KCNS1,,,,,,,,EIF1,,,MYH10,,RPL27,,,,,,,,,,,
PPOX,,,,,,,KCNS2,,,,,,,,ACTL6A,,,MYLK,,RPL27A,,,,,,,,,,,
PPTC7,,,,,,,KCNS3,,,,,,,,ZBED1,,,MYO5A,,RPL28,,,,,,,,,,,
PRDX2,,,,,,,KCNT1,,,,,,,,HAND1,,,MYO5B,,RPL29,,,,,,,,,,,
PRDX3,,,,,,,KCNT2,,,,,,,,SYK,,,MYO6,,RPL3,,,,,,,,,,,
PRDX4,,,,,,,KCNU1,,,,,,,,SPDYA,,,MYO9A,,RPL30,,,,,,,,,,,
PRDX5,,,,,,,KCNV1,,,,,,,,POLR2A,,,MYO9B,,RPL31,,,,,,,,,,,
PRDX6,,,,,,,KCNV2,,,,,,,,H2BC26,,,NAE1,,RPL32,,,,,,,,,,,
PRELID1,,,,,,,KCTD12,,,,,,,,INTS1,,,NAPA,,RPL34,,,,,,,,,,,
PRELID2,,,,,,,KCTD16,,,,,,,,MAGEA2,,,NAPB,,RPL35,,,,,,,,,,,
PRELID3A,,,,,,,KCTD3,,,,,,,,MAGEA1,,,NAPEPLD,,RPL35A,,,,,,,,,,,
PRELID3B,,,,,,,KCTD8,,,,,,,,NR4A2,,,NAPG,,RPL36,,,,,,,,,,,
PREPL,,,,,,,KIAA0319L,,,,,,,,RAD52,,,NBEA,,RPL36A,,,,,,,,,,,
PRIMPOL,,,,,,,KIR2DL1,,,,,,,,IDE,,,NCAM1,,RPL37,,,,,,,,,,,
PRKACA,,,,,,,KIR2DL2,,,,,,,,LATS2,,,NCAM2,,RPL37A,,,,,,,,,,,
PRKN,,,,,,,KIR2DL3,,,,,,,,SOX17,,,NCAN,,RPL38,,,,,,,,,,,
PRODH,,,,,,,KIR2DL5A,,,,,,,,BAZ1A,,,NCDN,,RPL4,,,,,,,,,,,
PRODH2,,,,,,,KIR2DL5B,,,,,,,,PSMC3,,,NCKAP1,,RPL5,,,,,,,,,,,
PRORP,,,,,,,KIR2DS1,,,,,,,,CCDC86,,,NCKIPSD,,RPL6,,,,,,,,,,,
PRSS35,,,,,,,KIR2DS2,,,,,,,,CTPS2,,,NCS1,,RPL7,,,,,,,,,,,
PRXL2A,,,,,,,KIR2DS3,,,,,,,,SPI1,,,NCSTN,,RPL7A,,,,,,,,,,,
PTCD1,,,,,,,KIR2DS4,,,,,,,,LGALS3,,,NECAB2,,RPL8,,,,,,,,,,,
PTCD2,,,,,,,KIR2DS5,,,,,,,,KLHL15,,,NECAP1,,RPL9,,,,,,,,,,,
PTCD3,,,,,,,KIR3DL1,,,,,,,,PRIMPOL,,,NECTIN1,,RPLP0,,,,,,,,,,,
PTGES2,,,,,,,KIR3DL2,,,,,,,,SIRT7,,,NECTIN3,,RPLP1,,,,,,,,,,,
PTPMT1,,,,,,,KIR3DL3,,,,,,,,PAX8,,,NEDD4,,RPLP2,,,,,,,,,,,
PTRH1,,,,,,,KIR3DS1,,,,,,,,EIF4ENIF1,,,NEDD4L,,RPS10,,,,,,,,,,,
PTRH2,,,,,,,KIRREL,,,,,,,,SPHK2,,,NEDD8,,RPS11,,,,,,,,,,,
PUS1,,,,,,,KIRREL1,,,,,,,,FOXO1,,,NEFH,,RPS12,,,,,,,,,,,
PUSL1,,,,,,,KIRREL2,,,,,,,,RNPC3,,,NEFL,,RPS13,,,,,,,,,,,
PXMP2,,,,,,,KISS1R,,,,,,,,C9orf72,,,NEFM,,RPS14,,,,,,,,,,,
PXMP4,,,,,,,KITLG,,,,,,,,CDK2AP2,,,NEGR1,,RPS15,,,,,,,,,,,
PYCR1,,,,,,,KLB,,,,,,,,DNAJC8,,,NEO1,,RPS15A,,,,,,,,,,,
PYCR2,,,,,,,KLRD1,,,,,,,,BCAS2,,,NETO1,,RPS16,,,,,,,,,,,
PYURF,,,,,,,KLRF2,,,,,,,,OAS1,,,NETO2,,RPS17,,,,,,,,,,,
QDPR,,,,,,,KLRG1,,,,,,,,ZC4H2,,,NEURL1,,RPS18,,,,,,,,,,,
QRSL1,,,,,,,KLRK1,,,,,,,,DAZ1,,,NF1,,RPS19,,,,,,,,,,,
QTRT1,,,,,,,KRAS,,,,,,,,PIAS2,,,NGDN,,RPS2,,,,,,,,,,,
RAB24,,,,,,,KREMEN1,,,,,,,,PIAS1,,,NGEF,,RPS20,,,,,,,,,,,
RAB5IF,,,,,,,KRT1,,,,,,,,STEEP1,,,NGFR,,RPS21,,,,,,,,,,,
RARS2,,,,,,,L1CAM,,,,,,,,DGKI,,,NLGN1,,RPS23,,,,,,,,,,,
RBFA,,,,,,,LAIR1,,,,,,,,PRDM5,,,NLGN2,,RPS23P1,,,,,,,,,,,
RCC1L,,,,,,,LAT,,,,,,,,PRDM8,,,NLGN3,,RPS24,,,,,,,,,,,
RDH13,,,,,,,LAT2,,,,,,,,PRDM10,,,NLGN4X,,RPS25,,,,,,,,,,,
RDH14,,,,,,,LAX1,,,,,,,,PRDM11,,,NLGN4Y,,RPS26,,,,,,,,,,,
RECQL4,,,,,,,LCT,,,,,,,,CNOT6L,,,NOS1,,RPS27,,,,,,,,,,,
REXO2,,,,,,,LDLRAD3,,,,,,,,MBNL1,,,NOS1AP,,RPS27A,,,,,,,,,,,
RFK,,,,,,,LGALS3,,,,,,,,EXOSC3,,,NOTCH1,,RPS28,,,,,,,,,,,
RHOT1,,,,,,,LGR4,,,,,,,,EXOSC5,,,NOTCH2,,RPS3,,,,,,,,,,,
RHOT2,,,,,,,LGR6,,,,,,,,RPL5,,,NPFF,,RPS3A,,,,,,,,,,,
RIDA,,,,,,,LHCGR,,,,,,,,PDZD7,,,NPPA,,RPS4X,,,,,,,,,,,
RMDN1,,,,,,,LHFPL4,,,,,,,,ASH1L,,,NPTN,,RPS5,,,,,,,,,,,
RMDN3,,,,,,,LHFPL5,,,,,,,,ECT2,,,NPTX1,,RPS6KA1,,,,,,,,,,,
RMND1,,,,,,,LILRA4,,,,,,,,WDR76,,,NPTX2,,RPS6KA4,,,,,,,,,,,
RNASEH1,,,,,,,LILRB2,,,,,,,,CCNP,,,NPTXR,,RPS6KA5,,,,,,,,,,,
ROMO1,,,,,,,LILRB3,,,,,,,,MED20,,,NPY,,RPS6KA6,,,,,,,,,,,
RP11_469A15.2,,,,,,,LILRB4,,,,,,,,FH,,,NPY1R,,RPS6KB1,,,,,,,,,,,
RPIA,,,,,,,LIME1,,,,,,,,LYN,,,NPY2R,,RPS7,,,,,,,,,,,
RPUSD3,,,,,,,LIN7A,,,,,,,,JPT2,,,NPY5R,,RPS9,,,,,,,,,,,
RPUSD4,,,,,,,LIN7B,,,,,,,,ZNF395,,,NR3C1,,RPSA,,,,,,,,,,,
RSAD1,,,,,,,LIN7C,,,,,,,,HNRNPC,,,NR3C2,,RTN3,,,,,,,,,,,
RTL10,,,,,,,LINGO1,,,,,,,,MDN1,,,NRCAM,,RTN4,,,,,,,,,,,
RTN4IP1,,,,,,,LLGL1,,,,,,,,SCML2,,,NRG1,,RTN4R,,,,,,,,,,,
SAMM50,,,,,,,LLGL2,,,,,,,,CUTC,,,NRG2,,S1PR1,,,,,,,,,,,
SARDH,,,,,,,LMBRD2,,,,,,,,RAD23A,,,NRG3,,S1PR2,,,,,,,,,,,
SARS2,,,,,,,LPAR2,,,,,,,,ESR1,,,NRGN,,S1PR3,,,,,,,,,,,
SCO1,,,,,,,LPAR3,,,,,,,,INKA2,,,NRN1,,S1PR4,,,,,,,,,,,
SCO2,,,,,,,LPAR4,,,,,,,,HDAC5,,,NRP1,,S1PR5,,,,,,,,,,,
SCP2,,,,,,,LPAR5,,,,,,,,SMIM45,,,NRP2,,SAMD4A,,,,,,,,,,,
SDHA,,,,,,,LPAR6,,,,,,,,PKDREJ,,,NRXN1,,SARM1,,,,,,,,,,,
SDHAF1,,,,,,,LPL,,,,,,,,SOX4,,,NRXN2,,SDC2,,,,,,,,,,,
SDHAF2,,,,,,,LRFN1,,,,,,,,MUS81,,,NRXN3,,SDCBP,,,,,,,,,,,
SDHAF3,,,,,,,LRFN2,,,,,,,,KAT8,,,NSF,,SEMA3A,,,,,,,,,,,
SDHAF4,,,,,,,LRFN3,,,,,,,,NRDE2,,,NSG1,,SEMA3F,,,,,,,,,,,
SDHB,,,,,,,LRIG1,,,,,,,,AIFM3,,,NSG2,,SEMA4C,,,,,,,,,,,
SDHC,,,,,,,LRP4,,,,,,,,RMND5A,,,NSMF,,SEMA4D,,,,,,,,,,,
SDHD,,,,,,,LRP6,,,,,,,,YY1AP1,,,NTM,,SEMA7A,,,,,,,,,,,
SDR39U1,,,,,,,LRRC1,,,,,,,,CILK1,,,NTN1,,SENP1,,,,,,,,,,,
SDSL,,,,,,,LRRC32,,,,,,,,ZNF703,,,NTNG1,,SEPTIN11,,,,,,,,,,,
SELENOO,,,,,,,LRRC38,,,,,,,,UBE2Z,,,NTNG2,,SEPTIN2,,,,,,,,,,,
SEPTIN4,,,,,,,LRRC4,,,,,,,,METTL8,,,NTRK2,,SEPTIN3,,,,,,,,,,,
SERAC1,,,,,,,LRRC4B,,,,,,,,AGTPBP1,,,NTRK3,,SEPTIN4,,,,,,,,,,,
SERHL2,,,,,,,LRRC4C,,,,,,,,EXO1,,,NUDT3,,SEPTIN6,,,,,,,,,,,
SETD9,,,,,,,LRRC52,,,,,,,,FUBP1,,,NUFIP1,,SEPTIN7,,,,,,,,,,,
SFXN1,,,,,,,LRRC55,,,,,,,,ITPKC,,,NUMB,,SEPTIN8,,,,,,,,,,,
SFXN2,,,,,,,LRRC57,,,,,,,,CDY1,,,NUMBL,,SEPTIN9,,,,,,,,,,,
SFXN3,,,,,,,LRRC8A,,,,,,,,STK24,,,NWD2,,SH3GL1,,,,,,,,,,,
SFXN4,,,,,,,LRRC8D,,,,,,,,MAD1L1,,,NXPH1,,SH3KBP1,,,,,,,,,,,
SFXN5,,,,,,,LRRC8E,,,,,,,,KDM4A,,,NXPH4,,SHANK2,,,,,,,,,,,
SHMT2,,,,,,,LRRTM1,,,,,,,,ZNF281,,,OGT,,SHANK3,,,,,,,,,,,
SIRT3,,,,,,,LRRTM2,,,,,,,,RNF40,,,OLFM1,,SHH,,,,,,,,,,,
SIRT4,,,,,,,LRRTM3,,,,,,,,YEATS4,,,OLFM2,,SHROOM4,,,,,,,,,,,
SIRT5,,,,,,,LRRTM4,,,,,,,,ZBED4,,,OPCML,,SIGMAR1,,,,,,,,,,,
SLC25A1,,,,,,,LSAMP,,,,,,,,CPNE3,,,OPHN1,,SIPA1L1,,,,,,,,,,,
SLC25A10,,,,,,,LSR,,,,,,,,SEPTIN7,,,OPRD1,,SIPA1L2,,,,,,,,,,,
SLC25A11,,,,,,,LTB4R,,,,,,,,MFAP3L,,,OPRK1,,SKP1,,,,,,,,,,,
SLC25A12,,,,,,,LTB4R2,,,,,,,,MBD6,,,OPRM1,,SLC12A5,,,,,,,,,,,
SLC25A13,,,,,,,LTBP3,,,,,,,,YWHAQ,,,OSBPL2,,SLC16A1,,,,,,,,,,,
SLC25A14,,,,,,,LTBR,,,,,,,,UBIAD1,,,OTOF,,SLC18A1,,,,,,,,,,,
SLC25A15,,,,,,,LY6D,,,,,,,,HCFC2,,,OXT,,SLC24A2,,,,,,,,,,,
SLC25A16,,,,,,,LY6E,,,,,,,,PBXIP1,,,P2RX1,,SLC29A1,,,,,,,,,,,
SLC25A18,,,,,,,LY6G6C,,,,,,,,CGGBP1,,,P2RX2,,SLC3A2,,,,,,,,,,,
SLC25A19,,,,,,,LY6G6D,,,,,,,,NFS1,,,P2RX3,,SLC6A11,,,,,,,,,,,
SLC25A20,,,,,,,LY6G6F,,,,,,,,GMEB1,,,P2RX4,,SLC9A6,,,,,,,,,,,
SLC25A21,,,,,,,LY6H,,,,,,,,SNX10,,,P2RX6,,SLIT2,,,,,,,,,,,
SLC25A22,,,,,,,LY6L,,,,,,,,PISD,,,P2RX7,,SLITRK1,,,,,,,,,,,
SLC25A23,,,,,,,LY9,,,,,,,,SPIN1,,,P2RY1,,SLITRK2,,,,,,,,,,,
SLC25A24,,,,,,,LYN,,,,,,,,USP16,,,P2RY2,,SLITRK3,,,,,,,,,,,
SLC25A25,,,,,,,LYPD1,,,,,,,,GCH1,,,P2RY4,,SLITRK4,,,,,,,,,,,
SLC25A26,,,,,,,LYPD2,,,,,,,,RBM8A,,,PABPC1,,SLITRK5,,,,,,,,,,,
SLC25A27,,,,,,,LYPD3,,,,,,,,POLR2B,,,PACSIN1,,SMO,,,,,,,,,,,
SLC25A28,,,,,,,LYPD4,,,,,,,,TRAF6,,,PACSIN2,,SNAP23,,,,,,,,,,,
